id,user_id,book_id,quantity,unit_price,timestamp,shipping,paid_price,year,month,day
75709,55629,21634,1,29.0,2025-01-10 07:41:10+00:00,"2415 Cruickshank Curve, Brekkefort, AL 45291-3623",29.0,2025,1,10
81224,53942,21270,1,68.25,2024-11-01 04:50:12+00:00,Unknown,68.25,2024,11,1
76874,54799,21545,1,76.79,2025-01-10 20:30:54.836000+00:00,Unknown,76.79,2025,1,10
73455,54786,20925,1,48.0,2024-07-17 09:14:00+00:00,Unknown,48.0,2024,7,17
79898,55313,20941,1,26.7,2025-06-03 14:38:34+00:00,Unknown,26.7,2025,6,3
77534,54774,21625,2,28.0,2024-06-08 03:52:26.641000+00:00,Unknown,56.0,2024,6,8
76336,53506,21279,2,35.5,2025-01-23 08:18:27.934000+00:00,Unknown,71.0,2025,1,23
75273,55186,21522,1,50.99,2025-06-02 20:34:34+00:00,Unknown,50.99,2025,6,2
80869,55278,21108,1,25.5,2025-02-16 18:27:00+00:00,Unknown,25.5,2025,2,16
75357,53199,21289,1,50.0,2024-08-31 07:40:09+00:00,Unknown,50.0,2024,8,31
82224,53832,21499,2,85.19,2025-04-18 06:47:54+00:00,Unknown,170.38,2025,4,18
77605,53480,21577,1,26.5,2025-01-21 11:53:00+00:00,Unknown,26.5,2025,1,21
81521,53716,20997,3,71.0,2025-03-05 07:47:08+00:00,Unknown,213.0,2025,3,5
79922,55373,21549,1,64.79,2024-04-27 07:10:00+00:00,Unknown,64.79,2024,4,27
73622,54695,21241,1,19.75,2025-05-31 16:20:59+00:00,Unknown,19.75,2025,5,31
73694,54521,21067,1,56.25,2024-12-09 05:12:00+00:00,Unknown,56.25,2024,12,9
78594,55788,21045,1,27.3,2025-04-17 01:45:00+00:00,Unknown,27.3,2025,4,17
76182,55177,21242,1,55.5,2024-07-31 23:02:00+00:00,Unknown,55.5,2024,7,31
76045,54718,21112,1,30.0,2024-11-18 05:49:49+00:00,Unknown,30.0,2024,11,18
74565,54367,21616,1,65.5,2024-09-27 10:45:03+00:00,Unknown,65.5,2024,9,27
74879,54822,21549,1,51.25,2025-06-08 02:39:10+00:00,Unknown,51.25,2025,6,8
79867,55733,21206,1,65.0,2025-04-27 20:06:05+00:00,Unknown,65.0,2025,4,27
81274,55087,20987,1,80.4,2025-01-02 14:01:11.119000+00:00,"Suite 457 4115 Tracey Keys, South Tobie, ID 63071",80.4,2025,1,2
78648,55509,21512,3,61.0,2025-04-06 05:39:00+00:00,"2950 Quitzon Gateway, Bernhardhaven, MO 57934-8061",183.0,2025,4,6
75522,53165,21060,2,34.0,2024-09-22 10:28:28+00:00,Unknown,68.0,2024,9,22
82179,55688,21446,1,42.0,2025-04-21 22:47:47+00:00,"190 Lauren Square, Port Pingshire, NC 02325-9094",42.0,2025,4,21
81170,53791,21559,1,86.1,2024-11-07 19:45:30+00:00,Unknown,86.1,2024,11,7
82400,55071,21486,1,41.0,2025-02-12 07:20:00+00:00,Unknown,41.0,2025,2,12
73862,54077,21185,1,32.5,2024-10-11 18:43:07+00:00,Unknown,32.5,2024,10,11
74190,53682,20974,1,62.0,2024-11-23 08:26:51+00:00,Unknown,62.0,2024,11,23
79513,54998,21011,1,39.6,2024-12-02 14:50:26.275000+00:00,"Suite 658 15821 Shonta Forges, New Stellahaven, SD 53542-2097",39.6,2024,12,2
73639,53341,21277,1,63.5,2025-07-23 23:04:16+00:00,Unknown,63.5,2025,7,23
76947,53252,21125,1,16.0,2024-05-31 18:11:13+00:00,Unknown,16.0,2024,5,31
79482,53666,21258,2,21.0,2024-10-02 17:17:26+00:00,Unknown,42.0,2024,10,2
78178,53658,21432,1,75.0,2024-06-18 18:04:00+00:00,Unknown,75.0,2024,6,18
74038,54860,21071,1,53.0,2025-07-25 22:25:20+00:00,Unknown,53.0,2025,7,25
82504,55595,20994,1,23.99,2024-09-15 11:51:00+00:00,"3658 Harvey Corners, North Morton, RI 62872-2002",23.99,2024,9,15
80647,54784,21100,4,28.8,2025-03-30 19:08:47+00:00,Unknown,115.2,2025,3,30
75023,55829,21325,1,69.0,2024-05-01 08:52:28+00:00,"Suite 979 188 Roderick Track, New Devorahton, DE 12079",69.0,2024,5,1
81252,54927,20969,3,18.25,2024-11-07 06:53:00+00:00,Unknown,54.75,2024,11,7
81430,54974,21479,2,59.5,2024-10-12 07:38:07+00:00,Unknown,119.0,2024,10,12
82686,53107,21195,5,39.0,2025-01-09 12:03:54+00:00,Unknown,195.0,2025,1,9
73364,54535,21196,1,43.0,2025-04-17 20:31:00+00:00,Unknown,43.0,2025,4,17
79420,54906,21542,5,50.5,2024-07-01 01:12:00+00:00,Unknown,252.5,2024,7,1
78043,54913,21360,1,49.25,2025-03-02 12:48:47.749000+00:00,Unknown,49.25,2025,3,2
80726,53029,21297,1,67.0,2024-11-01 10:35:43+00:00,"80507 Runte Trail, Predovicshire, FL 46193-0659",67.0,2024,11,1
79456,55565,21038,2,54.25,2024-12-07 14:08:22+00:00,Unknown,108.5,2024,12,7
79904,53524,21556,1,27.59,2024-11-01 10:30:00+00:00,Unknown,27.59,2024,11,1
82187,54777,21004,3,20.5,2024-07-12 17:27:00+00:00,Unknown,61.5,2024,7,12
80251,55595,21041,3,70.25,2025-03-06 19:22:00+00:00,Unknown,210.75,2025,3,6
74228,53378,21156,1,72.25,2025-01-28 09:52:38+00:00,Unknown,72.25,2025,1,28
79104,55393,21515,2,70.5,2024-06-12 03:05:13.668000+00:00,Unknown,141.0,2024,6,12
75252,53587,21370,1,51.6,2024-07-14 20:06:46+00:00,Unknown,51.6,2024,7,14
75849,55172,21543,1,30.99,2024-12-13 05:02:58+00:00,Unknown,30.99,2024,12,13
79514,55377,21301,4,59.99,2024-08-28 08:24:40+00:00,Unknown,239.96,2024,8,28
82265,55082,21532,2,48.9,2024-11-07 01:17:52+00:00,Unknown,97.8,2024,11,7
74096,54771,20935,1,31.25,2024-04-29 10:34:07+00:00,Unknown,31.25,2024,4,29
80843,53207,21320,1,46.5,2025-04-15 12:08:00+00:00,Unknown,46.5,2025,4,15
80804,55117,21103,1,67.99,2025-08-15 03:14:00+00:00,Unknown,67.99,2025,8,15
76960,53621,21403,1,28.2,2024-07-24 17:42:47+00:00,Unknown,28.2,2024,7,24
78437,53972,21257,1,44.5,2025-03-26 12:21:31+00:00,Unknown,44.5,2025,3,26
81002,53348,21339,1,73.5,2024-04-17 23:59:00+00:00,Unknown,73.5,2024,4,17
80632,53114,21187,1,64.0,2024-05-31 01:27:00+00:00,Unknown,64.0,2024,5,31
75938,55432,21632,1,17.0,2024-11-22 06:56:56+00:00,Unknown,17.0,2024,11,22
82646,53874,21570,1,49.5,2024-12-28 20:19:23+00:00,"Suite 271 568 Cummerata Mountain, South Otha, MS 82966-0747",49.5,2024,12,28
75942,54572,21419,1,71.75,2025-04-28 13:00:51+00:00,Unknown,71.75,2025,4,28
79773,55365,21151,1,36.99,2024-08-08 04:34:47+00:00,Unknown,36.99,2024,8,8
80180,54366,21628,1,35.1,2025-01-03 14:34:07+00:00,Unknown,35.1,2025,1,3
81840,53411,21049,1,83.1,2024-05-17 08:46:11+00:00,Unknown,83.1,2024,5,17
73571,54705,21567,2,59.5,2024-11-27 19:08:15+00:00,Unknown,119.0,2024,11,27
74182,55025,20984,1,31.75,2025-01-18 04:40:03+00:00,Unknown,31.75,2025,1,18
74382,55291,21115,2,82.2,2024-09-25 12:41:51+00:00,"Suite 302 4607 Joeann Rue, Raquelfort, NY 81761-3457",164.4,2024,9,25
81096,55305,21539,5,77.7,2024-11-10 19:50:53+00:00,Unknown,388.5,2024,11,10
74762,54390,20970,1,39.0,2025-02-12 20:25:36+00:00,Unknown,39.0,2025,2,12
73337,54490,21250,2,20.0,2025-01-05 10:55:26+00:00,Unknown,40.0,2025,1,5
82068,53454,21379,2,80.7,2024-09-27 20:02:59+00:00,Unknown,161.4,2024,9,27
75387,53573,21519,2,58.8,2025-02-15 04:31:00+00:00,Unknown,117.6,2025,2,15
75091,53567,21650,4,42.25,2025-03-23 16:17:00+00:00,Unknown,169.0,2025,3,23
80386,54100,21567,4,58.0,2024-07-16 20:04:00+00:00,Unknown,232.0,2024,7,16
77968,54018,21515,1,88.8,2024-11-23 14:21:28.694000+00:00,Unknown,88.8,2024,11,23
81813,53229,21437,1,66.99,2025-01-14 03:19:09.986000+00:00,Unknown,66.99,2025,1,14
81397,53609,21601,1,30.0,2025-02-13 03:15:41+00:00,Unknown,30.0,2025,2,13
78724,55290,21245,1,50.0,2025-05-04 02:06:02+00:00,Unknown,50.0,2025,5,4
76130,54519,21245,1,59.99,2024-10-03 23:17:00+00:00,"705 Hollis Mountains, West Jesushaven, MT 24371-5614",59.99,2024,10,3
79631,55154,21575,1,50.5,2025-02-16 16:14:00+00:00,"Suite 815 97097 Sonja Crossing, Lolitaview, OR 22914",50.5,2025,2,16
78600,53457,21631,1,17.99,2024-03-08 05:46:59+00:00,"Apt. 308 186 Volkman Burgs, New Cornell, HI 06024-9257",17.99,2024,3,8
75332,54744,21622,1,35.0,2024-07-31 15:15:41+00:00,"520 Robel Via, Eldenborough, MN 89634",35.0,2024,7,31
80296,54517,21595,1,51.0,2025-01-25 14:30:44+00:00,Unknown,51.0,2025,1,25
74726,55567,21270,1,72.99,2024-11-16 01:31:19+00:00,Unknown,72.99,2024,11,16
82357,53107,20953,2,56.4,2025-04-14 11:25:19+00:00,Unknown,112.8,2025,4,14
77920,54345,21278,1,32.0,2025-03-01 08:15:20+00:00,Unknown,32.0,2025,3,1
75199,55201,20934,1,22.0,2025-02-12 22:20:16.098000+00:00,Unknown,22.0,2025,2,12
81723,55272,21255,1,36.0,2024-04-05 06:38:00+00:00,Unknown,36.0,2024,4,5
79172,53354,21027,1,28.5,2024-04-13 02:54:40.719000+00:00,Unknown,28.5,2024,4,13
79953,53183,21521,1,49.75,2024-12-01 06:10:57+00:00,"6885 Stanton Inlet, South Emery, NM 97746-3600",49.75,2024,12,1
78986,55521,21615,1,56.4,2025-01-06 15:39:00+00:00,Unknown,56.4,2025,1,6
75840,54721,21234,1,31.99,2025-06-12 06:13:16+00:00,"Apt. 987 6044 Jaskolski Curve, Auershire, MO 12984-0414",31.99,2025,6,12
80559,55255,20998,1,57.3,2024-07-17 09:34:31+00:00,Unknown,57.3,2024,7,17
76454,55571,20932,1,18.75,2025-01-23 19:53:00+00:00,Unknown,18.75,2025,1,23
73592,53460,21229,4,20.25,2025-02-09 19:43:32+00:00,Unknown,81.0,2025,2,9
76238,53563,21617,1,21.75,2024-09-09 03:10:42+00:00,Unknown,21.75,2024,9,9
74858,55048,21612,1,63.75,2024-10-03 15:28:31.934000+00:00,"Apt. 393 7866 Gutmann Creek, New Rhea, AZ 48159",63.75,2024,10,3
75018,53597,21514,1,42.0,2024-10-17 14:08:34+00:00,Unknown,42.0,2024,10,17
75456,53570,20975,1,86.39,2025-02-28 17:59:19+00:00,Unknown,86.39,2025,2,28
76008,53658,21657,1,15.6,2025-01-08 11:18:21+00:00,Unknown,15.6,2025,1,8
75551,55658,21217,1,38.7,2025-08-16 17:12:34+00:00,Unknown,38.7,2025,8,16
74497,54826,21465,2,71.99,2024-07-24 16:25:26+00:00,"Suite 817 6245 Keeling Oval, North Cristina, NE 41402-8263",143.98,2024,7,24
76231,54323,21563,1,66.6,2025-04-26 04:47:14.605000+00:00,Unknown,66.6,2025,4,26
78205,54715,21248,5,40.99,2025-03-10 08:03:00+00:00,Unknown,204.95,2025,3,10
82589,53404,21104,1,21.0,2024-12-30 20:31:00+00:00,Unknown,21.0,2024,12,30
75992,53652,21505,3,30.75,2025-06-10 13:52:51+00:00,Unknown,92.25,2025,6,10
80394,53619,21038,2,51.25,2024-07-01 08:27:00+00:00,Unknown,102.5,2024,7,1
82256,55244,20998,1,55.2,2024-10-05 07:30:26+00:00,Unknown,55.2,2024,10,5
82985,54487,21178,1,50.75,2025-01-15 07:28:00+00:00,Unknown,50.75,2025,1,15
80345,55077,21019,1,65.99,2025-03-14 08:03:38+00:00,Unknown,65.99,2025,3,14
78142,55522,21348,1,24.0,2025-01-04 15:18:18+00:00,Unknown,24.0,2025,1,4
74817,54865,21431,1,64.0,2024-11-05 06:37:14+00:00,Unknown,64.0,2024,11,5
74331,53350,21326,1,71.75,2024-10-21 15:12:00+00:00,Unknown,71.75,2024,10,21
80892,55368,21083,1,21.0,2025-03-29 13:31:24+00:00,Unknown,21.0,2025,3,29
77165,53541,21303,5,26.0,2025-07-08 04:04:11+00:00,Unknown,130.0,2025,7,8
77659,53263,21164,1,22.8,2024-08-03 00:21:41+00:00,Unknown,22.8,2024,8,3
77833,53488,21277,1,63.0,2024-10-29 00:24:12+00:00,Unknown,63.0,2024,10,29
74139,55015,21153,1,44.99,2024-12-07 20:46:53+00:00,Unknown,44.99,2024,12,7
74044,53180,21421,1,54.0,2024-07-08 03:13:00+00:00,Unknown,54.0,2024,7,8
82340,55352,21433,2,47.25,2025-01-15 02:07:00+00:00,"747 Rowe Summit, Guillermoport, IL 70568",94.5,2025,1,15
79067,54211,20976,5,50.0,2024-12-08 08:14:38+00:00,Unknown,250.0,2024,12,8
78925,54234,21072,3,84.0,2024-11-08 05:06:40+00:00,"7815 Travis Circles, Port Cassey, VT 82665-3251",252.0,2024,11,8
81523,53112,21454,1,40.5,2025-03-14 22:59:51+00:00,Unknown,40.5,2025,3,14
81890,53610,21295,1,19.19,2024-11-23 23:28:36+00:00,Unknown,19.19,2024,11,23
81991,54110,21266,1,61.0,2025-03-13 15:24:59+00:00,"Suite 903 3432 Booker Crossing, Homerview, MI 51434-8114",61.0,2025,3,13
77854,54053,21523,2,47.0,2024-09-17 20:44:58+00:00,Unknown,94.0,2024,9,17
77525,54266,20984,1,31.25,2025-03-07 22:40:57+00:00,"5543 Dane Flats, Port Eddie, CT 42308-9323",31.25,2025,3,7
79601,55754,21212,1,42.0,2024-10-26 23:59:08+00:00,Unknown,42.0,2024,10,26
74137,55590,21124,2,42.3,2025-08-11 15:53:00+00:00,Unknown,84.6,2025,8,11
77197,55727,21124,1,37.0,2024-06-11 13:12:12+00:00,Unknown,37.0,2024,6,11
78999,54883,21106,2,53.4,2025-07-22 02:17:23+00:00,Unknown,106.8,2025,7,22
78333,53069,21258,3,21.99,2025-01-04 19:51:37+00:00,Unknown,65.97,2025,1,4
79490,53098,21093,1,68.25,2024-09-29 19:35:59+00:00,"928 Modesto Forest, East Luzland, MS 15591",68.25,2024,9,29
82282,54825,21101,3,21.0,2024-12-28 16:06:45+00:00,Unknown,63.0,2024,12,28
76285,53558,21463,1,75.5,2024-09-01 11:14:52+00:00,Unknown,75.5,2024,9,1
78854,54485,21475,1,35.0,2025-04-19 17:32:18+00:00,Unknown,35.0,2025,4,19
78023,53541,21210,2,18.25,2024-04-28 18:29:07+00:00,Unknown,36.5,2024,4,28
77873,55682,21150,4,65.0,2025-01-15 01:00:00+00:00,Unknown,260.0,2025,1,15
81880,53667,21631,1,16.0,2025-06-02 01:43:14+00:00,Unknown,16.0,2025,6,2
74945,55708,21142,2,34.75,2024-10-05 15:52:51+00:00,Unknown,69.5,2024,10,5
82404,55694,21096,1,74.75,2025-04-12 13:12:00+00:00,"357 Wintheiser Island, Lake Jeffstad, AL 43786-2998",74.75,2025,4,12
73928,53713,21525,1,49.0,2024-09-15 08:44:46.517000+00:00,Unknown,49.0,2024,9,15
82409,53334,21657,1,16.5,2025-07-13 00:09:48+00:00,Unknown,16.5,2025,7,13
80522,55085,21321,4,88.8,2024-04-06 03:52:22+00:00,Unknown,355.2,2024,4,6
77561,53782,21052,1,88.8,2024-10-01 00:43:00+00:00,Unknown,88.8,2024,10,1
79492,55819,21636,1,53.75,2024-10-15 02:43:01.079000+00:00,Unknown,53.75,2024,10,15
75660,54135,21543,1,34.8,2025-04-27 09:38:25+00:00,Unknown,34.8,2025,4,27
78319,53086,21349,1,61.5,2024-08-22 12:25:22+00:00,Unknown,61.5,2024,8,22
82464,54485,21594,1,59.75,2025-02-02 16:40:28+00:00,"9940 Norbert Flat, Port Jimmiefort, WV 00220-4552",59.75,2025,2,2
75754,53211,21369,1,73.2,2024-08-21 08:38:51+00:00,"2457 Michelina Fords, Theahaven, ND 24426-1878",73.2,2024,8,21
81317,53445,21197,1,70.5,2025-04-13 15:30:05+00:00,"8032 Nienow Port, Anibalberg, AZ 18004-7408",70.5,2025,4,13
75280,54270,21496,1,30.75,2024-12-07 08:37:00+00:00,"Apt. 872 285 Skye Tunnel, Lake Garlandton, WV 37697",30.75,2024,12,7
79222,55077,21580,1,61.0,2024-09-07 03:12:53+00:00,"Suite 318 51519 Winfred Skyway, Milanburgh, CO 73834-6173",61.0,2024,9,7
81300,53987,21505,1,32.1,2025-01-10 09:16:31+00:00,"Apt. 813 8872 Harber Islands, Streichfort, NY 99247",32.1,2025,1,10
79874,53870,21505,1,29.75,2024-02-12 22:14:14+00:00,Unknown,29.75,2024,2,12
74567,54000,21243,3,69.5,2025-01-08 02:23:56+00:00,Unknown,208.5,2025,1,8
73438,53770,21410,2,32.4,2025-04-09 08:43:46+00:00,Unknown,64.8,2025,4,9
77342,55615,21419,1,69.99,2024-05-27 22:34:00+00:00,Unknown,69.99,2024,5,27
74427,54531,21286,1,33.5,2024-09-23 13:29:00+00:00,Unknown,33.5,2024,9,23
81334,53646,21223,1,70.0,2024-07-12 17:29:00+00:00,Unknown,70.0,2024,7,12
76905,54942,21458,1,53.1,2024-11-23 10:41:00+00:00,Unknown,53.1,2024,11,23
73419,53781,21437,2,80.1,2024-05-18 00:42:00+00:00,Unknown,160.2,2024,5,18
78172,54259,21176,1,23.75,2024-10-13 15:04:00+00:00,"Apt. 948 8750 Monahan Street, North Meri, NJ 34137",23.75,2024,10,13
74177,55044,21649,1,21.99,2025-02-03 09:11:00+00:00,Unknown,21.99,2025,2,3
78975,53479,21428,1,25.75,2024-11-11 19:08:19+00:00,Unknown,25.75,2024,11,11
79735,53581,21025,1,64.5,2025-02-07 05:33:42+00:00,Unknown,64.5,2025,2,7
75720,55306,21403,1,24.0,2024-07-27 19:16:26+00:00,Unknown,24.0,2024,7,27
79364,55689,21072,1,70.0,2024-09-28 19:40:09.155000+00:00,Unknown,70.0,2024,9,28
77980,53295,21282,2,60.5,2024-11-15 04:08:56+00:00,Unknown,121.0,2024,11,15
75839,53025,21635,2,24.25,2024-10-04 20:43:41.256000+00:00,Unknown,48.5,2024,10,4
75429,55311,21531,5,57.0,2024-04-20 21:41:17+00:00,Unknown,285.0,2024,4,20
78017,53290,21264,2,43.0,2024-09-16 04:24:00+00:00,Unknown,86.0,2024,9,16
78734,53843,20960,1,26.0,2025-07-21 17:05:23+00:00,Unknown,26.0,2025,7,21
78674,55295,21284,1,19.0,2025-01-03 06:09:00+00:00,Unknown,19.0,2025,1,3
76107,53037,21573,5,27.0,2025-01-26 14:50:02+00:00,"Apt. 344 8039 Batz Drives, Jacquelynntown, NJ 54337",135.0,2025,1,26
74685,53894,20984,4,31.25,2024-07-31 16:45:22+00:00,Unknown,125.0,2024,7,31
76881,53148,20983,5,17.0,2025-04-23 13:53:00+00:00,Unknown,85.0,2025,4,23
76823,55310,21053,1,52.0,2024-10-05 11:44:18+00:00,Unknown,52.0,2024,10,5
78156,55233,21558,3,27.0,2025-01-24 07:44:07+00:00,Unknown,81.0,2025,1,24
76667,53837,21022,1,73.2,2024-10-08 01:55:55+00:00,"8360 Benton Parkways, South Marlinbury, VT 71725",73.2,2024,10,8
74344,53901,21262,1,35.25,2024-09-05 10:44:25+00:00,"337 Wilfred Burgs, Port Anitra, NY 95796-8869",35.25,2024,9,5
77835,55809,21155,1,65.5,2024-09-13 02:21:59+00:00,Unknown,65.5,2024,9,13
75613,54767,20930,1,32.75,2025-03-14 10:24:00+00:00,Unknown,32.75,2025,3,14
80501,54314,21380,1,40.2,2025-02-14 09:03:34+00:00,Unknown,40.2,2025,2,14
76286,55327,20949,1,47.99,2024-12-02 15:40:00+00:00,Unknown,47.99,2024,12,2
81305,54013,21195,1,46.2,2024-10-22 02:40:47+00:00,"644 Hugh Mills, Mayaside, WV 71225-1346",46.2,2024,10,22
81784,53806,21127,1,56.5,2025-03-30 15:03:04+00:00,Unknown,56.5,2025,3,30
75028,53862,21459,1,27.3,2025-06-13 12:24:04+00:00,Unknown,27.3,2025,6,13
74229,54787,20965,1,70.2,2025-02-27 10:56:09+00:00,Unknown,70.2,2025,2,27
81916,53921,20919,1,74.5,2024-12-03 07:56:48+00:00,Unknown,74.5,2024,12,3
74749,53853,21177,1,20.75,2024-10-08 04:59:28+00:00,"Suite 201 56092 Jast Islands, North Corey, MO 79516-1642",20.75,2024,10,8
81792,54140,20946,1,27.0,2025-02-24 23:27:09+00:00,Unknown,27.0,2025,2,24
77982,53228,21471,5,19.99,2024-05-28 10:52:00+00:00,Unknown,99.95,2024,5,28
78962,54920,21439,2,41.99,2024-03-13 17:40:46+00:00,"Apt. 217 138 Leo Street, West Harold, GA 36989",83.98,2024,3,13
82873,54435,21155,1,69.0,2024-12-14 17:55:00+00:00,"7786 O'Hara Hills, Starkside, WA 70892",69.0,2024,12,14
